City Name,Temperature (F),Humidity %,Cloud Coverage %,Wind Speed (mph),City Latitude,City Longitude,City Country,City Local Date_Time,Random_Latitude,Random_Longitude
Inuvik,-16.6,76,100,11.5,68.3499,-133.7218,ca,"Sun, 07 Feb 2021 12:14:11",67.99,-132.36
Hambantota,77.0,94,0,8.05,6.1241,81.1185,lk,"Mon, 08 Feb 2021 00:43:56",-5.94,86.93
Mehamn,24.8,80,75,31.07,71.0357,27.8492,no,"Sun, 07 Feb 2021 20:14:12",77.93,26.8
Aleksinac,46.4,66,0,6.91,43.5417,21.7078,rs,"Sun, 07 Feb 2021 20:14:12",43.79,21.69
Nynäshamn,21.0,91,31,1.01,58.9034,17.9479,se,"Sun, 07 Feb 2021 20:14:12",58.28,17.85
Geraldton,69.8,78,40,10.36,-28.7667,114.6,ca,"Mon, 08 Feb 2021 03:14:12",55.54,-88.04
Kurchum,22.46,93,99,4.74,48.5722,83.6542,kz,"Mon, 08 Feb 2021 01:14:13",47.91,83.54
Luwuk,78.69,74,100,2.95,-0.9516,122.7875,id,"Mon, 08 Feb 2021 03:14:13",-1.9,124.32
Thinadhoo,81.97,74,82,10.25,0.5333,72.9333,mv,"Mon, 08 Feb 2021 00:14:13",-0.89,64.2
Ostrovnoy,6.89,93,100,5.91,68.0531,39.5131,ru,"Sun, 07 Feb 2021 22:14:13",67.75,40.55
Shouguang,30.99,63,0,2.3,36.88,118.7375,cn,"Mon, 08 Feb 2021 03:14:13",37.29,118.94
Bayshore Gardens,75.99,68,1,11.5,27.4253,-82.5904,us,"Sun, 07 Feb 2021 14:14:14",26.16,-85.18
Blind River,17.6,52,1,18.41,46.1834,-82.9582,ca,"Sun, 07 Feb 2021 14:14:14",46.05,-82.84
Carballo,50.0,95,100,5.99,43.213,-8.691,es,"Sun, 07 Feb 2021 20:14:14",45.3,-10.97
Château-Gontier,41.0,75,90,10.36,47.8333,-0.7,fr,"Sun, 07 Feb 2021 20:14:14",47.87,-0.65
Verkhnyaya Khava,5.0,72,0,11.18,51.8404,39.9413,ru,"Sun, 07 Feb 2021 22:14:14",52.05,40.13
Princeton,84.99,61,40,16.11,25.5384,-80.4089,ca,"Sun, 07 Feb 2021 14:12:27",49.3,-120.12
Port Lincoln,59.54,78,90,16.28,-34.7333,135.8667,au,"Mon, 08 Feb 2021 05:37:01",-38.98,134.43
Barcelos,51.8,100,90,21.85,41.5388,-8.6151,br,"Sun, 07 Feb 2021 19:14:15",1.34,-62.67
College,-14.01,76,20,4.61,64.8569,-147.8028,us,"Sun, 07 Feb 2021 10:05:14",67.19,-148.76
Great Bend,15.8,79,90,9.22,38.3645,-98.7648,us,"Sun, 07 Feb 2021 13:14:15",37.7,-98.88
Halmstad,21.2,79,53,11.5,56.6745,12.8568,se,"Sun, 07 Feb 2021 20:10:31",56.56,12.83
Cimarron Hills,48.2,11,1,24.16,38.8586,-104.6989,us,"Sun, 07 Feb 2021 12:14:16",38.8,-103.88
Antofagasta,75.0,60,20,12.66,-23.65,-70.4,cl,"Sun, 07 Feb 2021 16:09:40",-24.08,-70.48
Vanimo,77.0,86,100,2.51,-2.6741,141.3028,pg,"Mon, 08 Feb 2021 05:04:41",4.56,142.74
Naze,57.65,65,0,9.28,28.3667,129.4833,jp,"Mon, 08 Feb 2021 04:04:29",20.45,138.48
Taoudenni,65.97,26,0,8.97,22.6783,-3.9836,ml,"Sun, 07 Feb 2021 19:14:16",23.66,-4.67
Darłowo,19.0,60,85,20.78,54.421,16.4107,pl,"Sun, 07 Feb 2021 20:14:17",54.26,16.51
Alpena,12.0,48,75,14.97,45.0617,-83.4327,us,"Sun, 07 Feb 2021 14:14:17",44.88,-82.79
Challans,42.8,75,90,3.44,46.8436,-1.8749,fr,"Sun, 07 Feb 2021 20:14:17",45.59,-2.95
Manokwari,78.51,79,100,2.35,-0.8667,134.0833,id,"Mon, 08 Feb 2021 04:05:09",1.68,134.66
Banfora,87.69,14,0,3.65,10.6333,-4.7667,bf,"Sun, 07 Feb 2021 19:14:17",10.2,-4.99
Kopavogur,35.6,51,0,8.05,64.1123,-21.913,is,"Sun, 07 Feb 2021 19:14:18",64.18,-21.63
Road Town,84.2,61,40,11.5,18.4167,-64.6167,vg,"Sun, 07 Feb 2021 15:09:23",20.88,-64.56
Perth,66.2,94,75,12.66,-31.9333,115.8333,au,"Mon, 08 Feb 2021 03:12:22",-30.63,115.64
Lovozero,12.02,95,100,11.52,68.005,35.0117,ru,"Sun, 07 Feb 2021 22:14:18",67.41,36.29
Jaraguá,68.0,100,75,5.75,-15.7569,-49.3344,br,"Sun, 07 Feb 2021 16:14:18",-15.87,-49.32
Hammerfest,23.0,86,75,16.11,70.6634,23.6821,no,"Sun, 07 Feb 2021 20:14:18",74.82,21.76
Solone,12.2,73,40,8.95,48.2081,34.8721,ua,"Sun, 07 Feb 2021 21:14:18",48.36,34.72
São Filipe,71.11,70,100,10.29,14.8961,-24.4956,cv,"Sun, 07 Feb 2021 18:14:19",10.04,-35.65
Kieta,79.88,78,36,4.63,-6.2167,155.6333,pg,"Mon, 08 Feb 2021 06:14:19",-1.83,159.75
Dzilam González,85.89,59,48,3.6,21.2833,-88.9333,mx,"Sun, 07 Feb 2021 13:14:19",23.71,-88.62
Lompoc,64.0,51,1,5.26,34.6391,-120.4579,us,"Sun, 07 Feb 2021 11:13:08",23.7,-129.3
Gogrial,70.84,21,89,4.79,8.5332,28.1004,sd,"Sun, 07 Feb 2021 21:14:19",8.29,27.76
Gazli,54.55,54,100,6.62,40.1333,63.45,uz,"Mon, 08 Feb 2021 00:14:19",40.85,63.83
Gao,80.04,16,83,7.78,16.6362,1.637,ml,"Sun, 07 Feb 2021 19:14:20",17.74,-0.68
San Patricio,73.4,40,1,11.5,28.017,-97.5169,mx,"Sun, 07 Feb 2021 13:14:20",15.45,-106.47
Valle Hermoso,77.0,46,1,11.5,25.6667,-97.8333,mx,"Sun, 07 Feb 2021 13:14:20",25.46,-97.5
Baykit,25.25,96,98,5.5,61.67,96.37,ru,"Mon, 08 Feb 2021 02:07:42",65.83,94.41
Itarema,85.98,63,0,16.08,-2.9248,-39.9167,br,"Sun, 07 Feb 2021 16:05:56",8.66,-36.22
São João da Barra,71.6,88,90,2.3,-21.6403,-41.0511,br,"Sun, 07 Feb 2021 16:13:37",-32.61,-22.34
Preston,35.6,64,75,18.41,53.7667,-2.7167,us,"Sun, 07 Feb 2021 19:14:21",42.14,-112.01
Half Moon Bay,61.0,82,1,12.66,37.4636,-122.4286,us,"Sun, 07 Feb 2021 11:14:21",32.38,-134.74
Tongchuanshi,38.21,64,6,4.09,35.0806,109.0897,cn,"Mon, 08 Feb 2021 03:14:21",35.08,108.17
Arrondissement de Nogent-le-Rotrou,35.6,75,88,10.36,48.3333,1.0,fr,"Sun, 07 Feb 2021 20:14:22",48.37,0.92
Laas,39.99,100,90,4.61,46.6166,10.7002,cn,"Sun, 07 Feb 2021 20:08:54",31.28,87.66
Tongliao,0.01,89,0,8.08,43.6125,122.2653,cn,"Mon, 08 Feb 2021 03:14:22",43.08,122.76
Kenai,8.6,85,1,3.44,60.5544,-151.2583,us,"Sun, 07 Feb 2021 10:14:22",64.25,-155.49
Adrar,63.12,29,0,8.61,20.5022,-10.0711,dz,"Sun, 07 Feb 2021 19:14:22",26.74,-2.47
Nizhniy Baskunchak,16.09,75,0,15.1,48.2198,46.8311,ru,"Sun, 07 Feb 2021 23:14:22",48.41,46.92
Mayna,-5.6,92,100,12.41,54.1135,47.6231,ru,"Sun, 07 Feb 2021 23:14:23",52.49,91.93
Ardakān,48.2,81,40,6.91,32.31,54.0175,ir,"Sun, 07 Feb 2021 22:44:23",33.3,55.1
Oddur,78.03,37,0,8.99,4.1213,43.8894,so,"Sun, 07 Feb 2021 22:14:23",6.31,43.63
Grindavik,33.8,64,40,12.66,63.8424,-22.4338,is,"Sun, 07 Feb 2021 19:08:30",54.51,-23.99
Russell,53.6,50,1,5.75,32.3502,-85.1999,nz,"Sun, 07 Feb 2021 13:14:23",-33.58,175.88
Kamenka,-5.82,91,1,9.44,51.3223,42.7678,ru,"Sun, 07 Feb 2021 22:14:23",69.72,43.46
Saint George,54.0,29,1,1.34,37.1041,-113.5841,bm,"Sun, 07 Feb 2021 12:12:53",35.57,-65.51
Ribeira Grande,60.8,72,40,16.11,38.5167,-28.7,pt,"Sun, 07 Feb 2021 18:14:24",40.16,-30.71
Arraial do Cabo,73.4,88,75,3.44,-22.9661,-42.0278,br,"Sun, 07 Feb 2021 16:14:24",-57.34,-17.24
Maumere,79.61,76,100,1.36,-8.6199,122.2111,id,"Mon, 08 Feb 2021 03:06:18",-9.67,122.32
Verkhnyaya Inta,-13.9,89,100,7.67,65.9811,60.3094,ru,"Sun, 07 Feb 2021 22:14:24",64.39,62.18
Aasiaat,19.2,86,0,19.3,68.7098,-52.8699,gl,"Sun, 07 Feb 2021 16:14:24",71.42,-53.02
Novoil'insk,-0.4,88,81,2.24,51.6829,108.7143,ru,"Mon, 08 Feb 2021 03:14:25",51.55,108.75
Kondinskoye,-1.48,92,100,13.78,59.6481,67.41,ru,"Mon, 08 Feb 2021 00:14:25",60.33,67.08
Lufilufi,78.8,94,75,19.57,-13.8745,-171.5986,ws,"Mon, 08 Feb 2021 09:14:25",-6.58,-167.69
Strezhevoy,17.6,79,75,17.9,60.7333,77.5889,ru,"Mon, 08 Feb 2021 02:14:25",62.18,79.88
Vila,46.0,96,100,15.99,42.0304,-8.1588,vu,"Sun, 07 Feb 2021 19:14:25",-15.17,172.4
Senneterre,14.0,67,90,8.05,48.3835,-77.2328,ca,"Sun, 07 Feb 2021 14:14:26",48.59,-75.87
Kuandian,5.99,90,0,3.24,40.7286,124.7847,cn,"Mon, 08 Feb 2021 03:13:25",40.47,124.7
Hollister,62.01,54,1,1.92,36.8525,-121.4016,us,"Sun, 07 Feb 2021 11:14:26",36.8,-121.23
Måløy,25.0,58,0,8.05,61.9353,5.1136,no,"Sun, 07 Feb 2021 20:14:26",62.83,2.23
Beauceville,26.6,54,100,8.05,46.2179,-70.7787,ca,"Sun, 07 Feb 2021 14:14:27",46.17,-70.76
Talnakh,-21.84,73,4,3.53,69.4865,88.3972,ru,"Mon, 08 Feb 2021 02:14:27",74.36,93.68
Bud,14.0,48,1,7.72,39.447,-86.1758,no,"Sun, 07 Feb 2021 14:14:27",72.33,2.47
West Melbourne,79.0,73,90,10.36,28.0717,-80.6534,us,"Sun, 07 Feb 2021 14:07:38",27.96,-80.73
Omboué,79.02,85,100,3.36,-1.5746,9.2618,ga,"Sun, 07 Feb 2021 20:05:43",-4.99,3.16
Sakakah,55.4,62,0,6.91,29.9697,40.2064,sa,"Sun, 07 Feb 2021 22:05:40",28.13,40.27
Dhanera,62.42,29,0,6.08,24.5167,72.0167,in,"Mon, 08 Feb 2021 00:44:27",24.47,71.83
Ternate,80.87,79,92,4.05,0.8,127.4,id,"Mon, 08 Feb 2021 04:14:28",1.46,126.55
Iporá,77.97,85,45,6.22,-16.4419,-51.1178,br,"Sun, 07 Feb 2021 16:14:28",-15.98,-51.22
Praia da Vitória,59.0,72,40,16.35,38.7333,-27.0667,pt,"Sun, 07 Feb 2021 18:14:28",50.64,-22.83
Corinth,57.99,50,74,1.01,37.9407,22.9573,us,"Sun, 07 Feb 2021 21:14:28",35.06,-88.63
Amapá,79.3,94,100,2.48,1.0,-52.0,br,"Sun, 07 Feb 2021 16:13:26",3.6,-47.35
Balkanabat,49.77,71,100,10.16,39.5108,54.3671,tm,"Mon, 08 Feb 2021 00:14:28",40.14,53.87
Parrita,86.0,44,20,19.57,9.5201,-84.3225,cr,"Sun, 07 Feb 2021 13:14:28",7.59,-85.76
Salinópolis,81.19,83,100,10.0,-0.6136,-47.3561,br,"Sun, 07 Feb 2021 16:14:29",7.95,-43.14
Shiyan,43.79,58,100,6.98,32.6475,110.7781,cn,"Mon, 08 Feb 2021 03:09:00",32.1,110.71
Kruisfontein,64.99,93,97,1.99,-34.0033,24.7314,za,"Sun, 07 Feb 2021 21:14:29",-72.94,26.83
Yeppoon,78.8,83,31,10.36,-23.1333,150.7333,au,"Mon, 08 Feb 2021 05:14:29",-21.89,150.45
Cestas,46.99,93,75,3.44,44.7435,-0.6791,fr,"Sun, 07 Feb 2021 20:14:30",44.49,-0.64
Ayagoz,30.34,98,100,12.26,47.9714,80.4392,kz,"Mon, 08 Feb 2021 01:14:30",48.01,81.19
Aitape,77.4,83,100,4.18,-3.1374,142.3475,pg,"Mon, 08 Feb 2021 05:14:30",-0.88,143.73
Homer,23.0,86,1,5.1,59.6425,-151.5483,us,"Sun, 07 Feb 2021 10:14:30",58.74,-150.61
Nouadhibou,66.2,68,0,16.11,20.931,-17.0347,mr,"Sun, 07 Feb 2021 19:14:30",20.18,-20.44
Orange,66.99,40,0,3.0,33.7,-117.7675,au,"Sun, 07 Feb 2021 11:14:30",-33.24,148.99
Gold Coast,75.99,83,90,11.5,-28.0,153.4333,au,"Mon, 08 Feb 2021 05:03:44",-27.75,154.06
Antalaha,77.81,83,98,2.35,-14.9003,50.2788,mg,"Sun, 07 Feb 2021 22:14:31",-13.75,55.75
Anchorage,8.6,78,90,4.61,61.2181,-149.9003,us,"Sun, 07 Feb 2021 10:00:24",63.73,-151.79
Aklavik,-13.0,64,90,13.8,68.2191,-135.0107,ca,"Sun, 07 Feb 2021 12:05:29",74.18,-137.49
Sun Valley,48.0,36,20,1.32,39.5963,-119.776,us,"Sun, 07 Feb 2021 11:14:31",39.85,-119.72
Korampallam,75.88,68,0,13.78,8.7667,78.1,in,"Mon, 08 Feb 2021 00:44:31",8.72,78.46
Fairbanks,-14.01,76,1,2.84,64.8378,-147.7164,us,"Sun, 07 Feb 2021 10:05:02",64.21,-147.84
Lavrentiya,-11.07,84,0,7.07,65.5833,-171.0,ru,"Mon, 08 Feb 2021 07:02:47",66.35,-168.58
Sucha Beskidzka,21.0,86,90,23.02,49.7419,19.5943,pl,"Sun, 07 Feb 2021 20:14:32",49.86,19.62
Puerto Cabezas,82.4,89,75,4.61,14.0351,-83.3888,ni,"Sun, 07 Feb 2021 13:14:32",13.97,-82.1
Tawang Town,30.11,82,0,6.71,27.5833,91.8667,in,"Mon, 08 Feb 2021 00:44:32",28.28,92.05
Pacific Grove,57.0,76,1,4.61,36.6177,-121.9166,us,"Sun, 07 Feb 2021 11:13:20",31.29,-131.4
Norman Wells,-27.4,75,75,2.3,65.282,-126.8329,ca,"Sun, 07 Feb 2021 12:14:32",68.9,-125.11
Kavieng,82.8,74,85,7.38,-2.5744,150.7967,pg,"Mon, 08 Feb 2021 05:14:33",13.94,153.34
Shubarkuduk,3.15,93,100,11.63,49.1447,56.4872,kz,"Mon, 08 Feb 2021 00:14:33",47.9,55.95
Atar,66.79,27,0,10.92,20.5169,-13.0499,mr,"Sun, 07 Feb 2021 19:05:57",21.87,-9.76
Harper,80.01,84,96,6.11,4.375,-7.7169,lr,"Sun, 07 Feb 2021 19:08:15",2.54,-7.77
Paramirim,79.41,70,100,4.9,-13.4425,-42.2389,br,"Sun, 07 Feb 2021 16:14:33",-13.05,-42.0
Bilma,66.81,22,100,4.59,18.6853,12.9164,ne,"Sun, 07 Feb 2021 20:14:33",21.3,14.01
Saint-Tite,25.0,63,100,3.44,46.7334,-72.5658,ca,"Sun, 07 Feb 2021 14:09:37",46.8,-72.65
Stephenville,57.2,41,1,13.8,32.2207,-98.2023,ca,"Sun, 07 Feb 2021 13:10:17",49.12,-59.18
Vila Velha,73.4,88,90,6.91,-20.3297,-40.2925,br,"Sun, 07 Feb 2021 16:13:56",-25.31,-27.41
Rantepao,67.48,88,78,2.28,-2.9701,119.8978,id,"Mon, 08 Feb 2021 03:14:34",-2.65,120.37
Quzhou,57.6,73,100,6.8,28.9594,118.8686,cn,"Mon, 08 Feb 2021 03:14:34",28.39,118.92
Salalah,73.4,68,75,5.75,17.0151,54.0924,om,"Sun, 07 Feb 2021 23:14:34",19.74,52.44
Neiafu,77.0,94,90,12.66,-18.65,-173.9833,to,"Mon, 08 Feb 2021 08:14:34",-17.99,-173.88
Avera,48.99,71,90,6.91,33.194,-82.5271,pf,"Sun, 07 Feb 2021 14:05:27",-33.21,-157.0
Bubaque,77.54,65,0,17.81,11.2833,-15.8333,gw,"Sun, 07 Feb 2021 19:07:16",4.62,-20.74
Port Said,62.6,77,0,5.75,31.2565,32.2841,eg,"Sun, 07 Feb 2021 21:09:35",31.69,32.92
Presidencia Roque Sáenz Peña,95.76,16,0,7.09,-26.7852,-60.4388,ar,"Sun, 07 Feb 2021 16:14:35",-26.03,-61.06
Arkhara,-20.24,88,88,7.29,49.4212,130.0842,ru,"Mon, 08 Feb 2021 04:14:35",49.67,130.65
Makkah al Mukarramah,72.05,36,0,6.64,21.4267,39.8261,sa,"Sun, 07 Feb 2021 22:13:08",22.59,42.09
Udachny,-25.37,84,100,6.08,66.4167,112.4,ru,"Mon, 08 Feb 2021 04:05:22",66.5,114.96
Buala,79.68,82,8,5.26,-8.145,159.5921,sb,"Mon, 08 Feb 2021 06:14:35",-2.1,163.7
Rameswaram,78.67,78,0,22.62,9.2833,79.3,in,"Mon, 08 Feb 2021 00:44:36",8.8,79.8
Mbuji-Mayi,74.07,84,100,1.59,-6.15,23.6,cd,"Sun, 07 Feb 2021 21:12:16",-6.32,23.32
Khani,44.6,93,75,3.44,41.9563,42.9566,ru,"Sun, 07 Feb 2021 23:14:36",59.93,119.85
Alice Springs,75.99,35,5,6.91,-23.7,133.8833,au,"Mon, 08 Feb 2021 04:39:28",-21.47,131.95
San Miguel de Cozumel,86.0,66,40,12.66,20.5083,-86.9458,mx,"Sun, 07 Feb 2021 14:14:36",19.96,-85.09
Pingliang,34.16,73,0,4.65,35.5392,106.6861,cn,"Mon, 08 Feb 2021 03:14:36",35.79,106.62
Jizan,77.0,69,0,4.61,17.3333,42.6667,sa,"Sun, 07 Feb 2021 22:14:37",16.32,41.61
Coacoyul,89.64,23,0,1.43,17.8058,-99.11,mx,"Sun, 07 Feb 2021 13:14:37",17.68,-101.44
Kalmunai,77.22,87,19,10.69,7.4167,81.8167,lk,"Mon, 08 Feb 2021 00:44:37",6.43,88.47
Yola,82.0,15,99,1.88,9.2,12.4833,ng,"Sun, 07 Feb 2021 20:14:37",9.12,12.51
Along,51.28,58,0,2.01,28.1667,94.7667,in,"Mon, 08 Feb 2021 00:44:37",33.86,95.53
Ayní,43.25,57,65,7.49,39.3941,68.5377,tj,"Mon, 08 Feb 2021 00:14:37",39.32,68.61
Bandarbeyla,76.05,78,12,18.61,9.4942,50.8122,so,"Sun, 07 Feb 2021 22:07:51",8.05,55.99
Okha,9.7,94,100,26.02,53.5739,142.9478,ru,"Mon, 08 Feb 2021 06:14:38",55.57,146.31
Balaipungut,75.2,94,75,5.75,1.05,101.2833,id,"Mon, 08 Feb 2021 02:14:38",0.47,101.49
Kostanay,6.8,85,0,13.42,53.1667,63.5833,kz,"Mon, 08 Feb 2021 01:14:38",53.12,64.27
Paamiut,29.37,85,20,6.06,61.994,-49.6678,gl,"Sun, 07 Feb 2021 16:14:39",63.66,-48.86
Mossendjo,71.49,97,100,2.75,-2.9506,12.7261,cg,"Sun, 07 Feb 2021 20:14:39",-2.76,13.56
Vilhena,86.0,58,75,6.91,-12.7406,-60.1458,br,"Sun, 07 Feb 2021 15:14:39",-13.49,-60.29
Saint Paul Harbor,26.6,68,1,6.31,57.79,-152.4072,us,"Sun, 07 Feb 2021 10:14:39",58.31,-156.84
Pierre,-0.4,71,90,12.66,44.3683,-100.351,us,"Sun, 07 Feb 2021 13:14:40",43.28,-101.53
Chimoré,93.45,44,64,2.04,-16.9833,-65.1333,bo,"Sun, 07 Feb 2021 15:14:40",-16.31,-64.31
Pontes e Lacerda,89.35,41,88,3.78,-15.2261,-59.3353,br,"Sun, 07 Feb 2021 15:14:40",-15.36,-58.69
Mossamedes,73.11,76,100,4.21,-15.1961,12.1522,ao,"Sun, 07 Feb 2021 20:14:40",-17.97,7.5
Maputo,81.0,78,75,6.91,-25.9653,32.5892,mz,"Sun, 07 Feb 2021 21:14:24",-26.17,33.49
Abu Dhabi,69.8,73,0,3.44,24.4667,54.3667,ae,"Sun, 07 Feb 2021 23:13:18",24.66,54.11
Ust'-Ishim,2.57,91,100,13.65,57.6935,71.1665,ru,"Mon, 08 Feb 2021 01:04:56",58.85,70.64
Gonzales,57.99,58,1,3.44,30.2385,-90.9201,us,"Sun, 07 Feb 2021 13:14:41",36.65,-121.43
Norwich,32.0,93,90,21.85,52.6278,1.2983,gb,"Sun, 07 Feb 2021 19:14:41",53.06,1.48
Sur,65.1,73,0,4.56,22.5667,59.5289,om,"Sun, 07 Feb 2021 23:14:41",19.78,62.84
Chifeng,2.21,84,0,5.3,42.2683,118.9636,cn,"Mon, 08 Feb 2021 03:14:41",44.1,119.06
Bushehr,64.4,82,0,11.5,28.9684,50.8385,ir,"Sun, 07 Feb 2021 22:44:41",29.39,50.61
Puttūr,75.2,73,19,4.61,12.7667,75.2167,in,"Mon, 08 Feb 2021 00:44:42",13.51,79.55
Bariloche,69.01,59,90,10.36,-41.1456,-71.3082,ar,"Sun, 07 Feb 2021 16:14:28",-41.02,-70.61
Sambava,78.84,80,100,1.14,-14.2667,50.1667,mg,"Sun, 07 Feb 2021 22:12:08",-12.86,53.27
Rincon,50.0,76,90,11.5,32.296,-81.2354,an,"Sun, 07 Feb 2021 14:14:42",13.28,-67.58
Sorong,78.96,86,100,7.11,-0.8833,131.25,id,"Mon, 08 Feb 2021 04:08:36",0.85,130.02
Matagami,8.6,78,90,12.66,49.7502,-77.6328,ca,"Sun, 07 Feb 2021 14:14:42",50.36,-79.07
Ganzhou,53.47,80,100,9.08,28.8184,115.4327,cn,"Mon, 08 Feb 2021 03:14:43",25.75,114.7
Flinders,66.0,83,58,1.99,-34.5833,150.8552,au,"Mon, 08 Feb 2021 06:14:43",-28.8,134.29
Iranshahr,62.6,23,0,1.74,27.2025,60.6848,ir,"Sun, 07 Feb 2021 22:44:43",26.65,59.91
Escalerillas,73.4,46,1,8.05,22.1333,-101.0667,mx,"Sun, 07 Feb 2021 13:14:44",22.09,-101.09
Saurimo,67.14,93,100,4.9,-9.6608,20.3916,ao,"Sun, 07 Feb 2021 20:14:44",-9.08,19.49
Visakhapatnam,73.4,83,51,2.3,17.69,83.2093,in,"Mon, 08 Feb 2021 00:44:44",17.17,84.08
Hasaki,33.8,80,75,2.3,35.7333,140.8333,jp,"Mon, 08 Feb 2021 04:04:45",30.87,151.71
San Cristobal,87.8,51,40,8.05,7.7669,-72.225,ec,"Sun, 07 Feb 2021 15:14:46",-2.67,-87.69
Novaya Bryan’,-4.0,77,47,1.99,51.7159,108.2691,ru,"Mon, 08 Feb 2021 03:14:47",51.59,107.93
Ballina,75.2,78,75,10.36,-28.8667,153.5667,au,"Mon, 08 Feb 2021 06:12:13",-30.08,155.83
Codrington,56.26,70,100,10.4,-38.2667,141.9667,ag,"Mon, 08 Feb 2021 06:14:47",26.53,-51.9
Prince Rupert,33.8,74,1,9.22,54.3161,-130.3201,ca,"Sun, 07 Feb 2021 11:14:47",51.91,-131.4
Carutapera,84.97,67,3,9.44,-1.195,-46.02,br,"Sun, 07 Feb 2021 16:03:41",0.74,-45.51
Huarmey,77.22,61,87,10.2,-10.0681,-78.1522,pe,"Sun, 07 Feb 2021 14:05:21",-14.99,-86.75
Usinsk,-22.04,85,100,16.35,65.9939,57.5281,ru,"Sun, 07 Feb 2021 22:14:47",69.15,57.81
Iraquara,78.3,76,100,3.62,-12.2486,-41.6194,br,"Sun, 07 Feb 2021 16:14:47",-12.24,-41.46
Beloha,76.06,86,2,8.41,-25.1667,45.05,mg,"Sun, 07 Feb 2021 22:14:48",-25.68,44.41
Hwange,71.42,85,100,1.81,-18.3693,26.5019,zw,"Sun, 07 Feb 2021 21:14:48",-18.71,27.15
Portland,46.4,71,75,3.44,45.5234,-122.6762,au,"Sun, 07 Feb 2021 11:05:25",-45.6,139.94
Kutum,58.69,30,0,8.88,14.2,24.6667,sd,"Sun, 07 Feb 2021 21:14:48",14.47,24.18
Port Hardy,37.4,93,75,8.05,50.6996,-127.4199,ca,"Sun, 07 Feb 2021 11:14:48",46.16,-133.15
Richards Bay,75.13,89,65,2.98,-28.783,32.0377,za,"Sun, 07 Feb 2021 21:14:48",-30.95,34.6
Kaoma,69.87,90,100,2.86,-14.7833,24.8,zm,"Sun, 07 Feb 2021 21:14:49",-16.02,25.17
Santa Helena,90.97,49,36,5.61,-2.2311,-45.3,co,"Sun, 07 Feb 2021 16:14:49",6.5,-73.6
Sistranda,23.0,86,20,9.22,63.7256,8.834,no,"Sun, 07 Feb 2021 20:14:49",71.92,4.35
Carauari,83.91,86,79,3.96,-4.8828,-66.8958,br,"Sun, 07 Feb 2021 15:14:49",-6.15,-67.04
Guerrero Negro,74.21,20,0,4.29,27.9769,-114.0611,mx,"Sun, 07 Feb 2021 12:14:49",25.25,-118.01
Zhangjiakou Shi Xuanhua Qu,21.24,77,0,4.52,40.6103,115.0447,cn,"Mon, 08 Feb 2021 03:14:50",39.7,114.41
Khandyga,-34.49,82,19,2.35,62.6667,135.6,ru,"Mon, 08 Feb 2021 04:14:50",64.55,137.36
Griffith,9.0,47,1,3.44,41.5284,-87.4237,au,"Sun, 07 Feb 2021 13:14:50",-34.16,145.82
Yanta,32.68,75,0,4.54,36.2411,115.6672,cn,"Mon, 08 Feb 2021 03:14:07",36.48,115.26
Souillac,80.6,78,75,10.36,-20.5167,57.5167,mu,"Sun, 07 Feb 2021 23:14:50",-35.81,64.53
Xiaoweizhai,53.35,92,100,3.06,26.1903,107.5125,cn,"Mon, 08 Feb 2021 03:14:50",25.64,106.9
Asău,30.0,74,100,1.77,46.4333,26.4,tv,"Sun, 07 Feb 2021 21:14:51",-12.18,178.25
Sharan,-4.34,90,100,14.72,54.8167,54.0,ru,"Mon, 08 Feb 2021 00:14:51",54.78,54.01
Taltal,70.2,60,28,6.93,-25.4,-70.4833,cl,"Sun, 07 Feb 2021 16:14:51",-26.03,-74.25
Dorado,82.99,61,40,16.11,18.4588,-66.2677,us,"Sun, 07 Feb 2021 15:14:51",20.49,-66.35
Ust-Kuyga,-29.31,81,0,1.79,70.0167,135.6,ru,"Mon, 08 Feb 2021 05:14:51",70.69,133.45
Kiama,66.0,83,65,1.99,-34.6833,150.8667,au,"Mon, 08 Feb 2021 06:14:44",-36.42,153.93
Kati,78.8,25,0,10.36,12.7441,-8.0726,ml,"Sun, 07 Feb 2021 19:14:52",13.15,-8.25
Santa Rosalía,69.39,24,0,5.01,27.3167,-112.2833,mx,"Sun, 07 Feb 2021 12:14:52",18.11,-93.73
Heihe,-13.0,64,0,4.47,50.2441,127.4902,cn,"Mon, 08 Feb 2021 03:14:52",50.05,126.75
Talaya,-6.93,88,100,10.0,61.3833,152.75,ru,"Mon, 08 Feb 2021 06:14:52",60.07,154.52
Nieuwpoort,26.6,86,90,14.97,51.1244,2.7735,an,"Sun, 07 Feb 2021 20:14:52",11.93,-68.74
Mosquera,69.8,40,75,9.22,4.7059,-74.2302,co,"Sun, 07 Feb 2021 14:11:01",2.58,-78.69
Vyazovaya,-9.08,86,100,11.5,54.905,58.3561,ru,"Mon, 08 Feb 2021 00:14:53",54.95,58.39
Poplar Bluff,24.01,63,1,10.36,36.757,-90.3929,us,"Sun, 07 Feb 2021 13:14:53",36.99,-90.02
Kargat,12.47,95,100,17.92,55.1956,80.2811,ru,"Mon, 08 Feb 2021 02:14:54",55.28,80.28
Ayan,-5.53,80,100,22.3,56.45,138.1667,ru,"Mon, 08 Feb 2021 05:07:47",57.44,140.0
Rafrāf,55.4,88,40,6.91,37.1904,10.1837,tn,"Sun, 07 Feb 2021 20:14:54",37.7,10.53
